-1.3974 -.4408 .0114
-.4408 -.5527 .0546
.0113 .0546 -1.7544
-.7041 -.3990 .0265
-.3989 .0754 -.0568
.0265 -.0568 -1.0406
-1.5295 -.3341 .0176
-.3340 -.7821 -.0337
.0177 -.0337 -1.7995
-1.8334 -.4105 -.0530
-.4105 -.9712 .0973
-.0531 .0974 -2.1256
-.8151 -.4823 -.0194
-.4822 -.0841 .1168
-.0194 .1169 -1.2793
-.3262 -.4610 .0223
-.4610 .6603 -.0163
.0224 -.0163 -.5411
-.6608 -.3658 -.0611
-.3658 .1741 .1418
-.0611 .1419 -.9266
-1.5347 -.3996 .0866
-.3995 -.6739 -.1826
.0866 -.1828 -1.8293
-.4095 -.5073 -.0770
-.5073 .4103 .1971
-.0770 .1972 -.8769
-1.1064 -.4455 .1380
-.4454 -.4072 -.2802
.1381 -.2803 -1.4382
-.6775 -.3794 .0292
-.3793 .0250 -.0193
.0292 -.0193 -.9731
-1.2829 -.3674 .0261
-.3673 -.4831 -.1062
.0261 -.1061 -1.5729
-1.2213 -.4871 .1424
-.4871 -.1970 -.3198
.1425 -.3199 -1.4810
-1.4218 -.3608 -.0055
-.3607 -.5699 .0631
-.0055 .0631 -1.6967
-1.6811 -.3969 -.0141
-.3968 -1.0327 -.0054
-.0141 -.0052 -2.0679
-1.5481 -.4669 -.0304
-.4669 -.8204 .1312
-.0305 .1312 -1.9595
-1.6065 -.5324 .0042
-.5324 -.8561 .0034
.0043 .0034 -2.0723
-1.3606 -.4664 .1415
-.4664 -.5686 -.1912
.1415 -.1913 -1.6938
.7418 -.4332 .0210
-.4332 1.4582 -.0372
.0210 -.0372 .3965
-.3835 -.5691 .0808
-.5691 .3274 -.1795
.0809 -.1795 -.8833
-1.1010 -.3869 .0528
-.3869 -.3057 -.1065
.0528 -.1066 -1.4050
-.6700 -.3344 .0358
-.3344 -.1789 -.0547
.0357 -.0547 -.9956
-.9310 -.3491 .0255
-.3491 -.1817 -.0568
.0256 -.0569 -1.1285
.6687 -.4085 -.0570
-.4086 1.3764 .0804
-.0570 .0804 .3390
-1.4825 -.3686 -.0533
-.3686 -.8092 .0840
-.0534 .0841 -1.6978
-1.5332 -.4271 .0414
-.4271 -.7252 -.0887
.0415 -.0887 -1.8808
-1.3464 -.3492 -.0388
-.3491 -.7502 .0554
-.0389 .0555 -1.6670
-.8206 -.5480 .0181
-.5480 -.1131 .0570
.0181 .0569 -1.2527
.1833 -.4459 .0562
-.4459 .8935 -.0914
.0562 -.0916 -.1656
-1.2486 -.5038 .0391
-.5037 -.5227 -.0759
.0392 -.0759 -1.6886
-.6303 -.2899 .0162
-.2898 .0729 .0120
.0163 .0119 -.8112
-1.3109 -.3746 -.0294
-.3745 -.5900 .1152
-.0294 .1152 -1.6330
-.5543 -.3714 .0021
-.3714 .1965 .0172
.0021 .0172 -.8482
-1.2706 -.2708 .0657
-.2708 -.7002 -.1245
.0658 -.1246 -1.4725
-2.2501 -.4831 -.0192
-.4830 -1.5697 .0439
-.0193 .0439 -2.6685
-.8792 -.3588 -.0052
-.3587 -.2409 .0454
-.0052 .0454 -1.1843
-1.5651 -.3300 -.0060
-.3300 -.8602 -.0359
-.0060 -.0360 -1.8292
-.7522 -.4216 .0668
-.4216 -.0424 -.1067
.0668 -.1068 -1.0835
-1.6252 -.3384 .1072
-.3384 -.9580 -.2309
.1072 -.2310 -1.7991
-.3692 -.4278 .0200
-.4278 .4391 -.0806
.0200 -.0806 -.7322
-.3314 -.5081 .0729
-.5080 .3382 -.1349
.0729 -.1349 -.7763
-.6928 -.4296 .1228
-.4296 -.0585 -.2450
.1229 -.2451 -1.0198
-.3748 -.3908 .0397
-.3908 .2144 -.0672
.0397 -.0672 -.7259
-1.1179 -.3975 -.0848
-.3974 -.5856 .1694
-.0848 .1694 -1.4679
-1.1923 -.3856 -.0287
-.3856 -.4794 .0492
-.0287 .0492 -1.5427
-.6087 -.3190 .0391
-.3189 .0288 -.0734
.0391 -.0734 -.8555
-.8598 -.3343 .0160
-.3342 -.2583 -.0322
.0160 -.0322 -1.1524
