    7.722481    7.738202   10.776008
    4.300256    4.314565    5.778080
    5.879311    5.895040    7.904608
    6.177287    6.194939    8.342711
    4.646052    4.662118    6.160498
    7.126724    7.140927    9.927040
    6.351186    6.370330    8.743065
    7.750059    7.767572   10.849362
    8.417274    8.428701   12.020885
    6.277924    6.296558    8.706682
    6.837939    6.853964    9.637467
    5.668645    5.685704    7.574176
    6.319673    6.337285    8.654492
    6.169838    6.183842    8.583981
    7.120397    7.132845    9.930796
    7.332896    7.349840   10.019885
    7.475851    7.492504   10.400280
    4.965413    4.980281    6.687133
    5.755019    5.769878    7.811966
    7.226300    7.246630    9.946041
    7.516724    7.529640   10.509517
    6.552446    6.569262    9.077928
    5.695605    5.714167    7.755610
    7.300851    7.321650   10.219491
    6.122077    6.136893    8.367992
    6.529038    6.545638    8.980837
    4.689456    4.702807    6.243995
    8.174464    8.189926   11.437895
    5.150441    5.166468    7.101165
    6.526683    6.541275    9.034757
    5.993082    6.011496    8.211753
    5.851520    5.869163    8.062173
    8.207984    8.225180   11.347993
    7.041250    7.059241    9.776351
    8.294004    8.310260   11.640207
    5.780667    5.793589    7.984813
    7.717874    7.737710   10.722544
    6.294174    6.309372    8.704911
    8.146314    8.161923   11.500473
    6.528333    6.542384    8.993801
    7.340318    7.356551   10.125557
    6.988425    7.003663    9.595584
    6.629764    6.645211    9.164574
    4.845191    4.858585    6.500425
    7.345805    7.361260   10.209444
    6.054125    6.069674    8.388882
    7.630922    7.646161   10.677595
    6.427708    6.448329    8.799554
    5.893998    5.912604    8.056518
    4.612221    4.626494    6.172782
    6.779352    6.797347    9.420687
    8.419181    8.435692   11.761308
    6.067292    6.083174    8.223849
    7.263746    7.277657   10.169708
    4.972842    4.987290    6.630361
    6.051390    6.069593    8.403815
    9.925882    9.943153   14.188294
    5.017086    5.032875    6.688008
    7.643940    7.660916   10.558725
    5.744168    5.758356    7.893159
    7.248106    7.264046   10.081203
    7.586646    7.606400   10.423358
    6.468226    6.482078    9.018091
    6.423312    6.443830    8.694268
    7.675345    7.694727   10.583619
    5.724954    5.739628    7.842998
    5.494917    5.509586    7.456001
    5.697986    5.713550    7.859732
    7.866365    7.882766   10.906791
    9.315920    9.334108   13.136436
    4.403989    4.416489    5.934483
    6.596125    6.612242    9.204875
    6.819538    6.834417    9.502405
    5.629650    5.641697    7.731455
    6.623705    6.638283    9.268939
    8.094014    8.113866   11.339285
    4.937036    4.950308    6.621175
    6.392527    6.405106    8.916592
    5.228119    5.243131    7.026655
    6.960657    6.977073    9.622105
   10.379750   10.390919   14.840737
    9.089506    9.104541   12.890071
    5.847845    5.864027    7.964651
    5.456867    5.470490    7.489136
    6.435723    6.450357    8.965137
    5.041272    5.057193    6.841946
    7.196196    7.215211   10.045203
    6.877176    6.892278    9.525000
    6.595373    6.609721    9.145089
    5.673786    5.692202    7.814815
    5.815049    5.836479    7.962782
    6.950820    6.964984    9.657744
    7.922854    7.937188   11.251583
    5.577233    5.590103    7.601645
    7.019675    7.035681    9.659655
    6.559090    6.578602    9.026247
    8.178303    8.193221   11.398556
    5.746726    5.761059    7.904788
    5.677862    5.692943    7.688204
    5.789908    5.805772    7.927276
    8.215284    8.233611   11.468696
    7.997299    8.012825   11.235518
    6.321320    6.334444    8.874320
    7.300047    7.319757   10.008863
    5.909614    5.924957    8.108129
    5.627979    5.639767    7.776585
    8.412659    8.429559   11.889903
    6.860798    6.874032    9.544440
    6.964680    6.979840    9.682952
    6.132378    6.143755    8.537834
    5.446470    5.461899    7.558871
    7.652062    7.665466   10.720530
    6.158024    6.176223    8.380970
    5.331108    5.345476    7.146385
    7.026886    7.042376    9.726882
    7.567921    7.584390   10.528042
    5.362876    5.379331    7.320699
    8.610791    8.625090   12.062927
    5.583879    5.601189    7.435673
    4.802975    4.816755    6.457420
    4.791086    4.805573    6.479908
    6.298514    6.313235    8.628295
    7.333948    7.347613   10.311095
    5.746564    5.760841    7.985507
    8.660868    8.677088   12.226687
    6.340419    6.357433    8.617903
    7.204716    7.219622   10.046291
    8.875071    8.898066   12.535513
    7.557452    7.569743   10.586602
    7.086274    7.101301    9.750822
    7.645366    7.658758   10.726578
    7.295224    7.310235   10.134241
    8.102897    8.119329   11.311656
    6.527935    6.542084    8.991478
    7.013974    7.029980    9.851908
    6.175293    6.191162    8.434681
    6.224940    6.239266    8.556490
    6.146507    6.159047    8.486359
    7.009896    7.025676    9.608999
    7.169765    7.184247    9.951429
    6.167030    6.182264    8.483987
    5.787661    5.807948    7.796794
    5.926862    5.942970    8.075933
    9.744862    9.757972   13.903717
    7.939467    7.957313   11.236776
    9.756296    9.772887   13.837938
    5.709779    5.721562    7.998620
    5.340420    5.354081    7.266993
    7.827614    7.839332   11.060058
   12.914778   12.927181   18.610087
    6.913801    6.927836    9.572650
    6.752172    6.767077    9.433080
    5.705936    5.721449    7.784635
    7.259662    7.273816   10.216485
    7.550045    7.567561   10.638038
    8.965995    8.979299   12.713658
    8.350371    8.366876   11.640278
    5.786518    5.799849    7.962296
    8.029070    8.045722   11.377781
    7.330548    7.343683   10.268958
    6.513079    6.532299    8.798279
    6.542567    6.558301    8.926903
    5.598779    5.614972    7.668249
    7.410216    7.424329   10.396858
    6.079122    6.094726    8.246919
    5.201919    5.218795    7.027518
    5.485369    5.499121    7.592462
    8.228668    8.244479   11.519010
    5.955967    5.970201    8.108393
    6.544005    6.559530    9.121513
    7.322550    7.347434   10.034374
    5.776861    5.790166    7.877213
    9.527394    9.545843   13.443946
    6.699290    6.714473    9.223041
    6.260339    6.274479    8.719388
    6.449518    6.466163    8.834030
    4.569057    4.584987    5.981327
    7.232683    7.250135    9.915989
    7.046396    7.060164    9.921582
    4.778765    4.791370    6.447222
    6.830804    6.846764    9.473741
    8.326807    8.340398   11.684673
    6.768448    6.782932    9.384249
    6.692304    6.707533    9.190739
    5.764441    5.775436    7.983477
    8.386852    8.406683   11.716789
    8.456734    8.471017   11.955778
    7.139676    7.154415    9.919301
    7.257001    7.274648   10.116366
    6.140361    6.154124    8.619703
    7.606525    7.624079   10.752433
    6.148723    6.168103    8.436083
    5.421682    5.436112    7.382523
    5.922678    5.939322    8.011239
    6.791835    6.808023    9.536228
    6.673787    6.689529    9.411607
    4.455554    4.474922    5.904906
    6.188980    6.203276    8.494972
    5.607836    5.622376    7.652459
    8.373760    8.394941   11.556660
    6.554437    6.567105    9.155794
    8.166392    8.182150   11.487276
    7.888565    7.902523   11.113215
    6.202369    6.220056    8.469813
    6.244078    6.258191    8.675402
    8.461148    8.473749   11.870883
    6.761964    6.776045    9.360617
    7.189675    7.205240    9.976233
    6.736675    6.753461    9.220635
