-1.9337 -0.2767 -6.5454
-0.2712 -2.4584 2.0887
-6.5469 2.0905 44.5362
-0.8310 0.0384 5.1682
0.0471 -0.8050 -1.0508
5.1672 -1.0507 63.3537
-1.4394 -0.0629 -5.3475
-0.0555 -1.6748 1.3240
-5.3484 1.3265 55.0019
-0.7021 -0.1539 -7.9455
-0.1476 -1.5229 1.4061
-7.9476 1.4068 55.1661
-2.4496 0.1579 -3.8932
0.1617 -2.2755 -1.1417
-3.8962 -1.1427 51.0862
-2.4733 -0.1233 -3.8862
-0.1199 -2.3092 2.3776
-3.8880 2.3793 50.4643
-1.4294 -0.1520 -3.7950
-0.1466 -1.1505 3.3314
-3.7956 3.3340 52.8336
-2.1200 0.0944 1.3780
0.0998 -1.8560 1.8166
1.3766 1.8165 52.0526
-1.3459 0.0622 1.0500
0.0717 -1.1018 -0.5131
1.0498 -0.5153 54.8836
-1.2809 0.4933 3.4597
0.4975 -0.1103 7.3203
3.4574 7.3190 55.8693
-2.5178 0.0905 -1.0519
0.0950 -2.1496 -0.4012
-1.0521 -0.4000 59.1560
-2.4059 -0.0937 1.8251
-0.0883 -1.8169 -4.6120
1.8258 -4.6135 53.8911
-1.8315 0.0935 -4.7435
0.1011 -1.8986 0.2900
-4.7443 0.2894 53.1505
-1.0447 0.1320 3.6892
0.1389 -0.9495 1.5449
3.6882 1.5460 56.5039
-0.7800 -0.2445 -3.9101
-0.2390 -0.4176 4.4680
-3.9133 4.4677 54.2601
-1.9639 0.0544 0.2579
0.0590 -1.3174 4.8228
0.2557 4.8242 50.0281
-1.3967 -0.1580 5.2840
-0.1505 -1.3871 -2.6782
5.2845 -2.6789 56.5241
-0.9527 -0.4606 6.2073
-0.4554 -0.7653 -5.0893
6.2055 -5.0918 57.2224
-2.4100 -0.0750 -1.8279
-0.0702 -2.0716 2.6490
-1.8288 2.6493 48.6769
-0.6348 -0.2754 -5.3881
-0.2710 -0.6237 3.7830
-5.3896 3.7863 57.4927
-2.7440 0.0798 -1.0455
0.0861 -2.2717 0.4325
-1.0475 0.4312 57.7148
-2.5804 0.0568 -1.1596
0.0623 -2.3734 -1.3864
-1.1603 -1.3876 54.1466
-2.9263 0.0494 2.1354
0.0523 -2.7172 0.0134
2.1336 0.0132 56.1562
-0.7952 -0.1103 -6.0009
-0.1049 -1.1366 1.4749
-6.0036 1.4759 52.6698
-2.3579 0.0459 0.4159
0.0517 -2.0881 0.6946
0.4139 0.6937 51.2300
-2.0931 -0.3545 -4.2333
-0.3478 -1.5346 5.4775
-4.2374 5.4761 52.5965
-1.4211 -0.2210 -6.7809
-0.2156 -1.7993 2.2001
-6.7827 2.1999 53.7521
-2.9493 -0.1634 3.6452
-0.1596 -2.7275 -2.8299
3.6456 -2.8311 50.7239
-1.4875 0.1009 -1.3136
0.1103 -1.2933 -0.0301
-1.3150 -0.0325 60.9592
-1.8887 0.0244 -2.1277
0.0305 -1.7317 0.1442
-2.1292 0.1447 52.8900
-1.9676 -0.1291 -9.0830
-0.1240 -3.2141 0.7558
-9.0851 0.7541 45.0415
-3.4521 0.0240 -1.3596
0.0261 -3.0022 1.4843
-1.3599 1.4828 51.9002
-0.8091 -0.0456 -4.3058
-0.0413 -1.0264 1.0484
-4.3085 1.0472 53.1953
-1.7344 0.0354 -2.4223
0.0421 -1.6514 -0.0413
-2.4233 -0.0411 54.2060
-0.3816 -0.0207 -1.8287
-0.0180 0.0336 2.7199
-1.8308 2.7207 54.9799
-1.6698 -0.0142 -3.1213
-0.0064 -1.5008 1.3684
-3.1241 1.3705 52.9754
-1.4368 -0.1669 -3.1320
-0.1609 -1.1498 4.0386
-3.1344 4.0398 54.1157
-2.9803 0.0793 -1.5053
0.0849 -2.6695 -1.7555
-1.5067 -1.7561 52.1812
-1.1666 -0.4765 -7.6968
-0.4689 -1.8303 3.3766
-7.7004 3.3770 47.5176
0.6673 -0.0024 1.1020
0.0056 0.8671 -1.1801
1.0993 -1.1844 51.2320
-0.7816 -0.7646 -8.3791
-0.7614 -1.3025 5.1718
-8.3820 5.1714 51.0025
-0.8039 0.6882 8.1186
0.6908 -1.3134 4.2270
8.1172 4.2266 52.3799
-2.4165 0.0578 -0.9153
0.0653 -2.1482 0.4412
-0.9161 0.4428 49.5080
1.2828 -0.3702 -9.7505
-0.3641 -0.1323 2.4235
-9.7553 2.4238 52.9673
-2.0670 -0.1354 2.2551
-0.1284 -1.3005 -5.5910
2.2547 -5.5948 53.2161
-2.8679 0.0770 -1.9470
0.0841 -2.5355 -1.0712
-1.9490 -1.0725 49.5754
-2.4466 -0.0462 -1.2345
-0.0410 -2.0032 3.3581
-1.2344 3.3581 50.6948
-0.7584 0.0962 2.3905
0.1028 -0.6594 1.7551
2.3879 1.7534 49.8768
-2.5365 0.1257 0.9372
0.1323 -1.9270 4.0161
0.9359 4.0151 52.7946
-2.6213 -0.0122 -1.6323
-0.0066 -2.2728 2.1718
-1.6343 2.1710 54.5515
-1.2588 -0.1091 -2.5194
-0.1024 -0.9109 3.5401
-2.5212 3.5391 53.2625
-1.3844 0.1919 -5.6806
0.1970 -1.7407 -1.3543
-5.6824 -1.3547 47.9223
-1.6762 0.3014 -7.6922
0.3067 -2.4701 -1.9163
-7.6945 -1.9169 50.4254
0.2571 -0.3758 9.6333
-0.3705 -0.9284 -2.3458
9.6332 -2.3466 53.8952
-1.9454 0.0863 1.4432
0.0912 -1.6130 2.3196
