-2.6928 1.0433 0.8287
1.0531 -44.1912 0.1288
0.8285 0.1276 -30.2881
-0.2747 -3.6563 5.1910
-3.6493 -37.7690 0.0710
5.1894 0.0742 -23.5953
-2.6057 -2.1858 1.0553
-2.1787 -41.0118 -0.4885
1.0537 -0.4858 -28.2694
-3.0123 -0.2870 0.0767
-0.2786 -41.5912 0.1484
0.0751 0.1481 -28.7484
0.5980 -2.1707 -0.1630
-2.1639 -40.0382 0.1689
-0.1660 0.1711 -26.4713
-3.0983 -4.3812 -0.8987
-4.3746 -46.1132 -0.1940
-0.8993 -0.1925 -31.2079
10.3815 -6.2282 -4.5585
-6.2212 -27.0067 1.2157
-4.5611 1.2155 -14.8140
-0.5249 -5.1263 -3.1055
-5.1191 -40.1846 1.5912
-3.1066 1.5913 -26.8511
-3.8318 -3.5274 3.4656
-3.5204 -43.9935 -0.2174
3.4644 -0.2159 -29.3600
4.0995 -4.9108 -2.6353
-4.9039 -35.9367 1.4669
-2.6391 1.4677 -22.5320
6.9989 1.7661 -5.2849
1.7733 -30.0463 -0.2742
-5.2852 -0.2753 -17.4239
-3.2314 -1.9722 2.3414
-1.9633 -42.0790 0.3976
2.3385 0.3960 -28.6710
-2.1913 4.1822 1.7862
4.1925 -41.7850 -0.0126
1.7872 -0.0111 -29.3518
9.9906 -3.5487 -5.0415
-3.5432 -27.6028 1.2922
-5.0440 1.2906 -14.7935
-2.8873 -2.1320 1.0211
-2.1227 -41.2661 -0.1131
1.0180 -0.1110 -28.2350
5.6651 -6.5194 -2.3202
-6.5159 -31.4635 0.5524
-2.3225 0.5527 -18.8801
-1.4652 -4.1549 -0.2768
-4.1505 -41.0976 0.0682
-0.2799 0.0708 -27.5444
-2.2917 0.6547 1.5573
0.6632 -44.3733 -1.1485
1.5583 -1.1469 -29.7824
9.6379 -5.3913 -5.7054
-5.3855 -27.2655 1.9244
-5.7077 1.9241 -14.1581
0.7086 -2.0942 1.7755
-2.0874 -37.9589 0.0251
1.7750 0.0275 -24.8893
3.6701 0.6411 4.3008
0.6494 -36.1507 -0.1343
4.3009 -0.1338 -22.4483
-2.7230 -0.3740 -0.7978
-0.3642 -43.0472 0.5036
-0.7975 0.5038 -29.6602
3.1037 -1.3223 -6.5140
-1.3139 -37.7263 0.2980
-6.5166 0.2997 -21.8549
16.0164 0.8472 -6.3587
0.8558 -20.5300 0.2728
-6.3611 0.2697 -7.9530
1.9079 -2.8422 1.2883
-2.8342 -36.8770 0.6350
1.2889 0.6381 -23.7450
-0.2872 -0.3187 -0.1115
-0.3118 -40.4872 -0.5771
-0.1111 -0.5744 -27.3904
8.0931 -1.1309 -3.3538
-1.1245 -31.3977 -0.3925
-3.3583 -0.3904 -17.9652
-3.2628 -1.2739 1.7830
-1.2673 -45.1573 -0.1402
1.7833 -0.1426 -30.6514
-3.5834 -5.6974 -0.2309
-5.6936 -43.4886 -0.0567
-0.2319 -0.0554 -29.5011
2.8239 -4.0419 4.4415
-4.0350 -36.2889 0.2001
4.4440 0.1975 -22.6074
-3.2015 -5.0081 -1.4100
-5.0025 -42.3679 -0.2551
-1.4099 -0.2530 -29.1204
8.9470 -0.6702 -3.5194
-0.6633 -32.7963 0.3973
-3.5220 0.3950 -18.8558
-2.4386 -0.3643 1.0413
-0.3588 -42.3342 -0.0927
1.0386 -0.0919 -28.7866
-2.9530 -1.9051 -0.1354
-1.8985 -41.6308 -0.0439
-0.1361 -0.0464 -28.4590
-1.0576 -4.7345 -2.1834
