    7.143691    4.409072    4.594697
    8.534541    5.627038    5.701927
    7.831994    4.375292    4.694408
   10.607390    7.555667    7.776862
    7.099758    4.531327    4.538297
    7.945992    5.006108    5.272630
    7.187058    4.746984    4.780221
    6.175788    2.862569    3.119458
    9.406750    5.635714    6.034491
    8.770854    5.977036    6.083431
   11.876075    8.604848    8.759678
    9.385134    5.668987    6.045452
   10.108130    6.493207    6.820416
   13.214036    9.943399   10.049631
    6.976282    4.277873    4.267140
    7.436113    4.393204    4.498064
    6.614700    3.262011    3.603797
    7.776219    4.664915    5.011681
    7.540121    4.397902    4.577055
    6.549881    3.760816    4.042157
    7.041666    4.647733    4.661049
    9.974457    7.086135    7.184925
    9.438680    6.193306    6.207881
    7.776020    5.055315    5.125612
    6.457373    3.626699    3.703347
    6.747340    3.984975    3.747346
    7.804265    4.958860    5.197566
    7.467501    4.091156    4.444493
    6.724812    3.637847    3.682419
    7.907140    5.337943    5.273278
    7.563216    4.590864    4.749769
   11.435921    8.322182    8.541094
    9.449415    6.508004    6.589797
    8.334183    5.878955    5.798962
    7.965727    4.832591    5.126531
   12.631994    9.551568    9.472412
   11.302513    8.095514    8.251598
    9.868079    6.574436    6.836659
   10.699627    8.178895    8.128350
    6.894408    4.111338    4.261772
    8.759284    5.544988    5.694782
    7.656318    5.055500    4.946708
    7.313975    4.399376    4.190315
   13.463376   10.181301   10.021884
    5.769616    2.457074    2.800807
    7.349368    3.870905    4.138657
    7.113643    4.282355    4.346280
    7.748932    3.944497    3.977742
    6.942320    3.594510    3.927060
   10.076738    6.874785    6.917381
    8.394316    5.317609    5.504040
    9.643985    6.724217    6.750320
    6.609296    3.050579    3.500111
    6.288614    3.657785    3.753948
   11.118271    7.988705    7.961045
   11.239426    8.204975    8.253014
    9.477222    6.830324    6.793994
    8.374317    5.189313    5.382687
    5.999372    2.309519    2.850294
    7.915409    4.762279    4.881944
   10.551635    7.445516    7.500400
    7.429334    4.984083    4.878279
    7.559089    4.916323    5.112135
    8.228876    5.168043    5.189287
    6.052062    3.353234    3.467132
    6.014414    3.080662    3.133114
    6.996023    4.064612    4.231937
    6.377589    3.519372    3.583968
    7.844754    4.556719    4.958470
    6.307793    3.447979    3.709998
   10.586749    7.916097    7.887811
    6.354469    3.663283    3.767966
    6.126124    3.039992    3.195855
    6.318942    3.803925    3.694377
    5.356062    2.766263    2.775711
    8.101163    4.668060    4.995030
    8.843116    6.096840    6.171004
   11.338011    8.071243    8.189187
    8.877336    5.390544    5.710077
   12.038279    8.881324    8.882382
    8.003120    5.403478    5.506404
   12.312600    8.984458    9.261707
   11.233865    8.369916    8.487765
   10.411095    7.740044    7.743762
    6.946743    3.840379    3.964728
   10.864745    7.739141    7.860896
    9.297029    5.901996    5.981606
    6.430681    3.268914    3.473223
    4.344487    0.789483    1.641953
    6.024215    2.993558    3.134317
    7.771888    4.480883    4.850437
   10.255589    7.354386    7.352980
    8.395446    5.740558    5.908403
    5.531322    2.561422    2.643549
    6.670327    3.730972    3.802573
    7.610049    4.152656    4.422431
    6.913212    4.050157    4.198929
    6.166167    3.242049    3.575962
    8.444182    4.930544    5.226235
    9.634204    6.800922    6.531616
    6.895050    3.459436    3.825927
    7.646480    4.708713    4.937898
    7.258431    4.160037    4.246586
    5.573152    2.904997    3.057831
    8.660392    6.183558    6.127422
    7.444129    4.502421    4.453793
    6.730900    3.885246    3.939166
   10.123231    7.335871    7.357095
    7.630403    4.908258    4.834865
    8.265501    5.195275    5.262202
    9.827156    6.683715    6.877306
    7.007902    3.889392    3.943720
    6.574710    3.476876    3.687569
    8.794498    5.931014    6.042913
    8.155220    5.432714    5.444100
    7.445427    4.643490    4.647904
    7.970657    5.261950    5.294136
    8.717679    5.854760    5.964904
    7.312338    4.402238    4.590760
    8.351179    5.744797    5.723230
    7.064582    4.550522    4.510873
    8.162384    5.301513    5.373682
    5.325180    2.588570    2.668015
    5.686909    2.702032    2.899177
    8.141127    5.272758    5.462338
    7.484358    4.369476    4.609974
    9.687447    6.586153    6.731149
    8.671606    5.023052    5.254469
    9.851723    6.929612    6.992912
   10.126815    7.273632    7.322388
    5.452624    2.755239    2.832426
    5.761040    2.994395    3.203196
    8.034060    5.255963    5.366751
    9.356157    6.186907    6.433958
    8.579126    5.746339    5.719565
    7.136960    4.351273    4.355748
    8.568777    5.744639    5.929895
    9.224987    6.134166    6.265714
    7.103175    4.142999    4.293245
   11.178340    7.145820    7.399557
    6.720188    4.053746    4.015948
    8.869735    6.029442    6.150923
    8.935141    6.143536    6.244062
    7.438859    4.824172    4.821455
